departament_id,intervention,engagement_score,tenure,n_of_reports,gender,role,last_engagement_score,department_score,department_size
76,1,0.2773586221959551,6,4,2,4,0.6142610296839072,0.22407651434157,843
76,1,-0.4496463935390407,4,8,2,4,0.0696355272865804,0.22407651434157,843
76,1,0.769703440352199,6,4,2,4,0.8669176369460472,0.22407651434157,843
76,1,-0.1217627027417321,6,4,2,4,0.029070660296751427,0.22407651434157,843
76,1,1.5261466461142774,6,4,1,4,0.5898567433034352,0.22407651434157,843
76,1,0.0096073233984832,6,4,2,4,-0.39184821521040936,0.22407651434157,843
76,1,1.7430329196802925,6,4,1,4,1.9645535171444237,0.22407651434157,843
76,1,0.9532942616291004,6,4,1,4,3.7265264211238454,0.22407651434157,843
76,1,2.3677795136271187,6,5,2,4,-0.9340174296452873,0.22407651434157,843
76,1,1.2644091105993496,6,4,1,4,0.3190882007723102,0.22407651434157,843
76,1,-0.5585651911167572,6,5,2,4,0.7697666289920047,0.22407651434157,843
76,1,-2.0547509821956758,4,4,2,4,1.6216727686826247,0.22407651434157,843
76,1,-0.2407153805769799,6,4,1,4,1.8339632981273906,0.22407651434157,843
76,1,0.5391267477171304,6,4,1,4,-0.26894283670465857,0.22407651434157,843
76,1,-0.0291514855226349,6,4,2,4,0.43264991410910214,0.22407651434157,843
76,1,-0.2498958579292691,6,1,1,4,0.3708400735351287,0.22407651434157,843
76,1,-0.0603209476653074,4,4,1,4,1.9462135755672585,0.22407651434157,843
76,1,-0.2452304589993686,6,4,1,4,-0.48689558531065635,0.22407651434157,843
76,1,0.6108029104500056,6,4,1,4,0.8337455419990212,0.22407651434157,843
76,1,0.5558404833099155,6,4,1,4,2.5735281983325664,0.22407651434157,843
76,1,2.22271556487665,7,5,1,4,-0.4897301141129836,0.22407651434157,843
76,1,-0.0751669545132035,5,4,1,4,1.0727409554254486,0.22407651434157,843
76,1,0.3141924121780932,5,4,1,4,1.436378293796293,0.22407651434157,843
76,1,0.1637035540548882,5,4,2,4,-0.07519572871795777,0.22407651434157,843
76,1,1.2095314860089044,6,4,1,4,1.0616043209813095,0.22407651434157,843
76,1,0.5499233260074493,6,4,2,4,-0.222192681175867,0.22407651434157,843
76,1,0.632926037990199,6,4,1,4,-0.10207503515439076,0.22407651434157,843
76,1,0.853921533182822,6,8,1,4,-0.3863910444881985,0.22407651434157,843
76,1,0.4471281470917828,6,4,1,4,1.4999490562286022,0.22407651434157,843
76,1,1.1874563553647837,5,4,1,4,0.8707076854951233,0.22407651434157,843
76,1,-0.1157649431706438,5,4,1,4,2.3964624200866496,0.22407651434157,843
76,1,-1.395034491328394,3,4,1,4,0.3657550021084159,0.22407651434157,843
76,1,1.0588272597008583,5,4,1,4,0.7162460008643496,0.22407651434157,843
76,1,0.3823722858528815,5,4,2,4,-1.189841788035762,0.22407651434157,843
76,1,-1.9199143394692764,3,4,2,4,0.39100050820575555,0.22407651434157,843
76,1,1.3705049294877245,6,4,2,4,0.19562295435944405,0.22407651434157,843
76,1,-0.6130787781085852,4,4,2,4,0.9840729825073056,0.22407651434157,843
76,1,0.2730025535458719,5,2,1,4,0.9613647261640488,0.22407651434157,843
76,1,-0.2970697904239424,6,4,1,4,1.1410778497844956,0.22407651434157,843
76,1,1.7823119044005058,6,4,2,4,1.093593526505516,0.22407651434157,843
76,1,-0.1452299622654103,5,4,2,4,0.3026639333628416,0.22407651434157,843
76,1,1.2909518863913865,6,4,2,4,0.8303881577149905,0.22407651434157,843
76,1,0.064770078170085,6,4,2,4,0.2866446718237798,0.22407651434157,843
76,1,-0.136869902479044,6,4,1,4,0.6654295659436051,0.22407651434157,843
76,1,-0.3934217823513919,6,4,2,4,0.2405217271102031,0.22407651434157,843
76,1,1.008107133580703,6,4,1,4,-0.16402646832409096,0.22407651434157,843
76,1,0.102684013200241,6,4,1,4,1.6316251156354578,0.22407651434157,843
76,1,-0.3492188337983056,5,4,2,4,1.0261470268188062,0.22407651434157,843
76,1,1.3141638057289633,7,1,1,4,1.0215996084332128,0.22407651434157,843
76,1,-0.3967283731509474,5,4,1,4,0.9986031002161098,0.22407651434157,843
76,1,1.097802701860085,5,4,1,4,0.1278218120834962,0.22407651434157,843
76,1,-0.5651123469820004,5,4,2,4,2.9585802067326696,0.22407651434157,843
76,1,1.155924198223322,6,4,2,4,0.021819209056353372,0.22407651434157,843
76,1,0.2068342931143423,6,4,2,4,1.2472980052427647,0.22407651434157,843
76,1,0.5905339423849375,6,4,1,4,0.08134060723986536,0.22407651434157,843
76,1,-0.0601278033546232,5,1,1,4,2.3037510567824553,0.22407651434157,843
76,1,2.289310170830184,5,4,2,4,-0.25114841689192724,0.22407651434157,843
76,1,0.4568305339242044,5,5,1,4,0.7246675166983985,0.22407651434157,843
76,1,-0.9443487145579536,3,4,2,4,-1.0962566200981478,0.22407651434157,843
76,1,-0.144393478104543,6,4,1,4,-0.8254403601278978,0.22407651434157,843
76,1,1.941076886623989,7,4,2,4,0.10115516745407349,0.22407651434157,843
76,1,-0.1947954864199799,4,4,1,4,0.5138159848371964,0.22407651434157,843
76,1,0.753741898373472,7,1,1,4,-0.40922295418747445,0.22407651434157,843
76,1,0.1421216074658864,6,4,2,4,1.7531952966790754,0.22407651434157,843
75,1,0.4680632264318385,6,2,1,3,-0.1969436760780473,0.230755432558687,665
75,1,-0.022177560597407,6,2,1,3,1.1910500233114782,0.230755432558687,665
75,1,1.0267152696340636,6,2,2,3,0.014768057400237566,0.230755432558687,665
75,1,1.6800558582625909,6,2,2,3,-1.937254170305469,0.230755432558687,665
75,1,0.259523701138408,5,8,2,3,-0.5564888783942108,0.230755432558687,665
75,1,0.5162404798590563,6,2,2,3,-0.4157964289595617,0.230755432558687,665
75,1,0.6205637343725224,5,2,2,3,0.0005176229678862665,0.230755432558687,665
75,1,0.704263204639465,5,2,1,3,-0.6733644107385212,0.230755432558687,665
75,1,-0.3813158428597986,3,2,2,3,0.11085628491133914,0.230755432558687,665
75,1,2.082427488320271,6,2,1,3,-1.8498307832463086,0.230755432558687,665
75,1,1.125322388888297,5,8,1,3,-1.182416932216794,0.230755432558687,665
75,1,0.0661291114886243,5,2,2,3,0.2632958213187957,0.230755432558687,665
75,1,-0.1988867411251302,6,2,2,3,-0.059885339001919724,0.230755432558687,665
75,1,0.9165510868882124,5,2,1,3,-1.8903010291878588,0.230755432558687,665
75,1,1.6607820315334565,7,2,1,3,0.7245750250682338,0.230755432558687,665
75,1,-0.0595065075688608,4,8,1,3,0.4344177352550497,0.230755432558687,665
75,1,-0.5113706909477093,5,8,2,3,-1.5031144239666068,0.230755432558687,665
75,1,1.3261647162726269,7,8,1,3,-2.429273204243012,0.230755432558687,665
75,1,-0.9755899808975056,6,2,2,3,-1.0147778286061133,0.230755432558687,665
